Parameters,CoDACl Scores,CoDAPCA Scores,CLRPCA Scores,PCA Scores,Naive Scores,CoDACl Val Loss,CoDACl Train Loss
"trial2 nn [[15], [15]] lr 0.001 lam 1e-08 epochs 500 num_features 20 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.4767932489451477, 0.4025423728813559]","[0.5485232067510548, 0.33755274261603374, 0.46835443037974683, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(0.7842423, dtype=float32), array(-65.35773, dtype=float32), array(-329.37778, dtype=float32), array(-1189.5481, dtype=float32), array(-2500.847, dtype=float32), array(-2676.2058, dtype=float32), array(-2676.9043, dtype=float32), array(-2676.9856, dtype=float32), array(-2677.0483, dtype=float32)]","[array(1.4663234, dtype=float32), array(-195.19908, dtype=float32), array(-982.3685, dtype=float32), array(-3571.0134, dtype=float32), array(-7612.7124, dtype=float32), array(-8171.1196, dtype=float32), array(-8175.385, dtype=float32), array(-8175.6367, dtype=float32), array(-8175.787, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.001 lam 1e-08 epochs 1000 num_features 20 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.4767932489451477, 0.4025423728813559]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(15.748922, dtype=float32), array(-54.77056, dtype=float32), array(-245.2736, dtype=float32), array(-1005.83575, dtype=float32), array(-2609.4602, dtype=float32), array(-2675.939, dtype=float32), array(-2676.9395, dtype=float32), array(-2677.024, dtype=float32), array(-2677.0776, dtype=float32)]","[array(52.80864, dtype=float32), array(-157.43958, dtype=float32), array(-718.38025, dtype=float32), array(-2978.0264, dtype=float32), array(-7923.935, dtype=float32), array(-8173.6655, dtype=float32), array(-8175.6177, dtype=float32), array(-8175.814, dtype=float32), array(-8175.926, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.001 lam 1e-05 epochs 100 num_features 20 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.4641350210970464, 0.16101694915254236]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4152542372881356]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4810126582278481, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(6896.0703, dtype=float32), array(-72063.375, dtype=float32)]","[array(22209.77, dtype=float32), array(-212661.52, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.001 lam 1e-05 epochs 200 num_features 20 low_dimension 5","[0.5485232067510548, 0.32489451476793246, 0.4641350210970464, 0.4025423728813559]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4152542372881356]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(-4329.062, dtype=float32), array(-89424.93, dtype=float32), array(-412500.22, dtype=float32), array(-1661562.4, dtype=float32)]","[array(-12135.205, dtype=float32), array(-269614.8, dtype=float32), array(-1232164.9, dtype=float32), array(-4976398.5, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.001 lam 1e-05 epochs 300 num_features 20 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.4641350210970464, 0.4025423728813559]","[0.5485232067510548, 0.33755274261603374, 0.4641350210970464, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(-20892.324, dtype=float32), array(-113328.805, dtype=float32), array(-501166.3, dtype=float32), array(-2062155., dtype=float32), array(-2671282.8, dtype=float32), array(-2677786., dtype=float32)]","[array(-55950.297, dtype=float32), array(-329517.72, dtype=float32), array(-1471105., dtype=float32), array(-6109148.5, dtype=float32), array(-8145448.5, dtype=float32), array(-8175760., dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.001 lam 1e-05 epochs 400 num_features 20 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.4810126582278481, 0.3940677966101695]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4152542372881356]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(-767.8351, dtype=float32), array(-74453.664, dtype=float32), array(-378151.2, dtype=float32), array(-1742112.6, dtype=float32), array(-2669931.5, dtype=float32), array(-2678474.2, dtype=float32), array(-2678713.5, dtype=float32), array(-2678842.8, dtype=float32)]","[array(5511.929, dtype=float32), array(-213356.11, dtype=float32), array(-1102287., dtype=float32), array(-5136112.5, dtype=float32), array(-8159578.5, dtype=float32), array(-8177566.5, dtype=float32), array(-8178376.5, dtype=float32), array(-8178736.5, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.001 lam 1e-05 epochs 500 num_features 20 low_dimension 5","[0.5443037974683544, 0.32489451476793246, 0.4810126582278481, 0.4025423728813559]","[0.5485232067510548, 0.3333333333333333, 0.4641350210970464, 0.4194915254237288]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(6247.5024, dtype=float32), array(-62951.793, dtype=float32), array(-235360.4, dtype=float32), array(-734295.56, dtype=float32), array(-1575840.4, dtype=float32), array(-2521902.2, dtype=float32), array(-2673965.8, dtype=float32)]","[array(24694.248, dtype=float32), array(-182128.36, dtype=float32), array(-689763.6, dtype=float32), array(-2175308.5, dtype=float32), array(-4713163.5, dtype=float32), array(-7620647., dtype=float32), array(-8155584.5, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.001 lam 1e-05 epochs 1000 num_features 20 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.4641350210970464, 0.4025423728813559]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(3114.985, dtype=float32), array(-90258.836, dtype=float32), array(-498145.72, dtype=float32), array(-2348209., dtype=float32), array(-2673099.5, dtype=float32), array(-2677416.8, dtype=float32), array(-2678141.5, dtype=float32), array(-2678396.2, dtype=float32), array(-2678509.5, dtype=float32), array(-2678570.8, dtype=float32), array(-2678609., dtype=float32), array(-2678639.2, dtype=float32)]","[array(13108.941, dtype=float32), array(-262305.38, dtype=float32), array(-1458817., dtype=float32), array(-6978701.5, dtype=float32), array(-8163622.5, dtype=float32), array(-8174307.5, dtype=float32), array(-8176365.5, dtype=float32), array(-8177205.5, dtype=float32), array(-8177579.5, dtype=float32), array(-8177779.5, dtype=float32), array(-8177905.5, dtype=float32), array(-8178002., dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.001 lam 0.01 epochs 100 num_features 20 low_dimension 5","[0.5527426160337553, 0.3291139240506329, 0.25316455696202533, 0.1440677966101695]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4152542372881356]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4810126582278481, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(-9707536., dtype=float32), array(-67771780., dtype=float32)]","[array(-23243916., dtype=float32), array(-1.9582669e+08, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.001 lam 0.01 epochs 200 num_features 20 low_dimension 5","[0.5443037974683544, 0.32489451476793246, 0.47257383966244726, 0.4025423728813559]","[0.5485232067510548, 0.3333333333333333, 0.4810126582278481, 0.4194915254237288]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4810126582278481, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(-16672090., dtype=float32), array(-92089200., dtype=float32), array(-3.2874586e+08, dtype=float32), array(-1.1056929e+09, dtype=float32)]","[array(-45063104., dtype=float32), array(-2.7208243e+08, dtype=float32), array(-9.7539603e+08, dtype=float32), array(-3.3026483e+09, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.001 lam 0.01 epochs 300 num_features 20 low_dimension 5","[0.5443037974683544, 0.32489451476793246, 0.4767932489451477, 0.4025423728813559]","[0.5443037974683544, 0.33755274261603374, 0.459915611814346, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4810126582278481, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(6517400., dtype=float32), array(-65729190., dtype=float32), array(-3.6033066e+08, dtype=float32), array(-1.4299652e+09, dtype=float32), array(-2.6658888e+09, dtype=float32), array(-2.6782866e+09, dtype=float32)]","[array(17546552., dtype=float32), array(-1.97561e+08, dtype=float32), array(-1.0716947e+09, dtype=float32), array(-4.2632855e+09, dtype=float32), array(-8.1245814e+09, dtype=float32), array(-8.1763866e+09, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.001 lam 0.01 epochs 400 num_features 20 low_dimension 5","[0.5443037974683544, 0.32489451476793246, 0.4767932489451477, 0.3559322033898305]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(-7718711.5, dtype=float32), array(-70154740., dtype=float32), array(-2.5575075e+08, dtype=float32), array(-9.2763706e+08, dtype=float32), array(-2.5132695e+09, dtype=float32), array(-2.6668183e+09, dtype=float32)]","[array(-29868162., dtype=float32), array(-2.1734304e+08, dtype=float32), array(-7.699702e+08, dtype=float32), array(-2.780881e+09, dtype=float32), array(-7.721499e+09, dtype=float32), array(-8.1445263e+09, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.001 lam 0.01 epochs 500 num_features 20 low_dimension 5","[0.5443037974683544, 0.32489451476793246, 0.4810126582278481, 0.3898305084745763]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4152542372881356]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4810126582278481, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(-981493.8, dtype=float32), array(-85679050., dtype=float32), array(-4.4057258e+08, dtype=float32), array(-1.8726682e+09, dtype=float32), array(-2.6751964e+09, dtype=float32), array(-2.678127e+09, dtype=float32), array(-2.678273e+09, dtype=float32), array(-2.6783606e+09, dtype=float32)]","[array(645836.56, dtype=float32), array(-2.5058766e+08, dtype=float32), array(-1.2977801e+09, dtype=float32), array(-5.557736e+09, dtype=float32), array(-8.162278e+09, dtype=float32), array(-8.1759544e+09, dtype=float32), array(-8.1768346e+09, dtype=float32), array(-8.1771443e+09, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.001 lam 0.01 epochs 1000 num_features 20 low_dimension 5","[0.5443037974683544, 0.32489451476793246, 0.4767932489451477, 0.4025423728813559]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4152542372881356]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(-1124337.9, dtype=float32), array(-72369270., dtype=float32), array(-3.2273933e+08, dtype=float32), array(-1.4017e+09, dtype=float32), array(-2.6648873e+09, dtype=float32), array(-2.6778414e+09, dtype=float32), array(-2.67814e+09, dtype=float32), array(-2.6782976e+09, dtype=float32), array(-2.678376e+09, dtype=float32)]","[array(2096085.4, dtype=float32), array(-2.1188117e+08, dtype=float32), array(-9.521702e+08, dtype=float32), array(-4.1686633e+09, dtype=float32), array(-8.1188844e+09, dtype=float32), array(-8.1753405e+09, dtype=float32), array(-8.1764946e+09, dtype=float32), array(-8.176954e+09, dtype=float32), array(-8.177188e+09, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.001 lam 1 epochs 100 num_features 20 low_dimension 5","[0.004219409282700422, 0.32489451476793246, 0.4767932489451477, 0.4025423728813559]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4810126582278481, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.176813e+09, dtype=float32), array(-7.2333133e+09, dtype=float32)]","[array(4.0271992e+09, dtype=float32), array(-2.0712135e+10, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.001 lam 1 epochs 200 num_features 20 low_dimension 5","[0.5443037974683544, 0.32489451476793246, 0.4767932489451477, 0.4025423728813559]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(7.004367e+08, dtype=float32), array(-8.0306755e+09, dtype=float32), array(-4.4776542e+10, dtype=float32), array(-1.8981552e+11, dtype=float32)]","[array(2.499199e+09, dtype=float32), array(-2.3614358e+10, dtype=float32), array(-1.3294526e+11, dtype=float32), array(-5.672088e+11, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.001 lam 1 epochs 300 num_features 20 low_dimension 5","[0.5443037974683544, 0.3291139240506329, 0.46835443037974683, 0.4025423728813559]","[0.5485232067510548, 0.33755274261603374, 0.4641350210970464, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(-69031110., dtype=float32), array(-7.488145e+09, dtype=float32), array(-3.621501e+10, dtype=float32), array(-1.6665462e+11, dtype=float32), array(-2.6687539e+11, dtype=float32), array(-2.6778191e+11, dtype=float32)]","[array(3.810526e+08, dtype=float32), array(-2.164396e+10, dtype=float32), array(-1.06006454e+11, dtype=float32), array(-4.9293767e+11, dtype=float32), array(-8.146226e+11, dtype=float32), array(-8.175182e+11, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.001 lam 1 epochs 400 num_features 20 low_dimension 5","[0.5443037974683544, 0.32489451476793246, 0.47257383966244726, 0.3686440677966102]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.02741376e+09, dtype=float32), array(-6.481352e+09, dtype=float32), array(-2.628597e+10, dtype=float32), array(-7.6182176e+10, dtype=float32), array(-1.5597407e+11, dtype=float32), array(-2.4956455e+11, dtype=float32), array(-2.6755488e+11, dtype=float32), array(-2.6784716e+11, dtype=float32)]","[array(3.6348613e+09, dtype=float32), array(-1.8724649e+10, dtype=float32), array(-7.7219095e+10, dtype=float32), array(-2.2635297e+11, dtype=float32), array(-4.6735445e+11, dtype=float32), array(-7.5356504e+11, dtype=float32), array(-8.16833e+11, dtype=float32), array(-8.177279e+11, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.001 lam 1 epochs 500 num_features 20 low_dimension 5","[0.5443037974683544, 0.32489451476793246, 0.47257383966244726, 0.3855932203389831]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4810126582278481, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(-2.3585572e+09, dtype=float32), array(-9.730648e+09, dtype=float32), array(-2.7725e+10, dtype=float32), array(-8.1209926e+10, dtype=float32), array(-1.7073303e+11, dtype=float32), array(-2.6132483e+11, dtype=float32), array(-2.6779383e+11, dtype=float32), array(-2.6784465e+11, dtype=float32)]","[array(-7.1867725e+09, dtype=float32), array(-2.949438e+10, dtype=float32), array(-8.321376e+10, dtype=float32), array(-2.4435388e+11, dtype=float32), array(-5.1668953e+11, dtype=float32), array(-7.97472e+11, dtype=float32), array(-8.1756874e+11, dtype=float32), array(-8.17735e+11, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.001 lam 1 epochs 1000 num_features 20 low_dimension 5","[0.5443037974683544, 0.32489451476793246, 0.4767932489451477, 0.4067796610169492]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4810126582278481, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(7.543972e+08, dtype=float32), array(-5.5594296e+09, dtype=float32), array(-2.8950348e+10, dtype=float32), array(-1.4192281e+11, dtype=float32), array(-2.6336592e+11, dtype=float32), array(-2.6779735e+11, dtype=float32), array(-2.678158e+11, dtype=float32), array(-2.6782556e+11, dtype=float32), array(-2.6783269e+11, dtype=float32), array(-2.6783787e+11, dtype=float32), array(-2.6784186e+11, dtype=float32)]","[array(2.455767e+09, dtype=float32), array(-1.6748845e+10, dtype=float32), array(-8.6392414e+10, dtype=float32), array(-4.241168e+11, dtype=float32), array(-8.049592e+11, dtype=float32), array(-8.174732e+11, dtype=float32), array(-8.176346e+11, dtype=float32), array(-8.176707e+11, dtype=float32), array(-8.176948e+11, dtype=float32), array(-8.177121e+11, dtype=float32), array(-8.17725e+11, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.0001 lam 0 epochs 100 num_features 20 low_dimension 5","[0.004219409282700422, 0.05063291139240506, 0.2616033755274262, 0.4025423728813559]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4152542372881356]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4810126582278481, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.6666088, dtype=float32), array(1.653177, dtype=float32)]","[array(1.7116472, dtype=float32), array(1.7007363, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.0001 lam 0 epochs 200 num_features 20 low_dimension 5","[0.5527426160337553, 0.3291139240506329, 0.25316455696202533, 0.3050847457627119]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.8435893, dtype=float32), array(1.8284528, dtype=float32), array(1.8128345, dtype=float32), array(1.7966439, dtype=float32)]","[array(1.8676629, dtype=float32), array(1.8532406, dtype=float32), array(1.8388951, dtype=float32), array(1.8243829, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.0001 lam 0 epochs 300 num_features 20 low_dimension 5","[0.03375527426160337, 0.05063291139240506, 0.4767932489451477, 0.3050847457627119]","[0.5443037974683544, 0.33755274261603374, 0.46835443037974683, 0.4152542372881356]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(2.035582, dtype=float32), array(2.0185008, dtype=float32), array(2.0022323, dtype=float32), array(1.9864639, dtype=float32), array(1.9710395, dtype=float32), array(1.9558091, dtype=float32)]","[array(2.0451748, dtype=float32), array(2.0302012, dtype=float32), array(2.015854, dtype=float32), array(2.0019019, dtype=float32), array(1.9881887, dtype=float32), array(1.9745562, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.0001 lam 0 epochs 400 num_features 20 low_dimension 5","[0.04219409282700422, 0.32489451476793246, 0.4767932489451477, 0.4025423728813559]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4152542372881356]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.7648187, dtype=float32), array(1.7482295, dtype=float32), array(1.732379, dtype=float32), array(1.7169396, dtype=float32), array(1.7017454, dtype=float32), array(1.6866491, dtype=float32), array(1.6715369, dtype=float32), array(1.6563431, dtype=float32)]","[array(1.7630504, dtype=float32), array(1.7488347, dtype=float32), array(1.735173, dtype=float32), array(1.7217946, dtype=float32), array(1.7085955, dtype=float32), array(1.6954651, dtype=float32), array(1.682313, dtype=float32), array(1.6690853, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.0001 lam 0 epochs 500 num_features 20 low_dimension 5","[0.1518987341772152, 0.3080168776371308, 0.4767932489451477, 0.029661016949152543]","[0.5443037974683544, 0.33755274261603374, 0.459915611814346, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.8962394, dtype=float32), array(1.881938, dtype=float32), array(1.8680471, dtype=float32), array(1.8547282, dtype=float32), array(1.8418165, dtype=float32), array(1.829134, dtype=float32), array(1.8165249, dtype=float32), array(1.8038646, dtype=float32), array(1.7910496, dtype=float32), array(1.7779979, dtype=float32)]","[array(1.8803109, dtype=float32), array(1.8677645, dtype=float32), array(1.8557293, dtype=float32), array(1.8442242, dtype=float32), array(1.8330714, dtype=float32), array(1.8221139, dtype=float32), array(1.8112196, dtype=float32), array(1.8002881, dtype=float32), array(1.7892411, dtype=float32), array(1.7780077, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.0001 lam 0 epochs 1000 num_features 20 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.4767932489451477, 0.1906779661016949]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4810126582278481, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.8105962, dtype=float32), array(1.7973535, dtype=float32), array(1.7850283, dtype=float32), array(1.7731856, dtype=float32), array(1.7614727, dtype=float32), array(1.7496889, dtype=float32), array(1.7377324, dtype=float32), array(1.7255464, dtype=float32), array(1.7130703, dtype=float32), array(1.7002364, dtype=float32), array(1.6869805, dtype=float32), array(1.6732525, dtype=float32), array(1.6591007, dtype=float32), array(1.6445849, dtype=float32), array(1.629738, dtype=float32), array(1.6146089, dtype=float32), array(1.5992583, dtype=float32), array(1.5837693, dtype=float32), array(1.5682493, dtype=float32), array(1.552827, dtype=float32)]","[array(1.7985886, dtype=float32), array(1.7855612, dtype=float32), array(1.7735686, dtype=float32), array(1.7622075, dtype=float32), array(1.7511276, dtype=float32), array(1.7401168, dtype=float32), array(1.7290587, dtype=float32), array(1.7178836, dtype=float32), array(1.7065377, dtype=float32), array(1.6949551, dtype=float32), array(1.683076, dtype=float32), array(1.6708592, dtype=float32), array(1.6583613, dtype=float32), array(1.6456485, dtype=float32), array(1.6327691, dtype=float32), array(1.6197746, dtype=float32), array(1.6067173, dtype=float32), array(1.5936791, dtype=float32), array(1.5807717, dtype=float32), array(1.5681138, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.0001 lam 1e-12 epochs 100 num_features 20 low_dimension 5","[0.14767932489451477, 0.004219409282700422, 0.4641350210970464, 0.0211864406779661]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.8956702, dtype=float32), array(1.8804389, dtype=float32)]","[array(1.8700911, dtype=float32), array(1.8571783, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.0001 lam 1e-12 epochs 200 num_features 20 low_dimension 5","[0.5527426160337553, 0.13924050632911392, 0.016877637130801686, 0.09322033898305085]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4152542372881356]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.35864978902953587, 0.4810126582278481, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.976554, dtype=float32), array(1.955769, dtype=float32), array(1.9346755, dtype=float32), array(1.9129715, dtype=float32)]","[array(1.8874403, dtype=float32), array(1.8699399, dtype=float32), array(1.8523221, dtype=float32), array(1.8343016, dtype=float32)]"
"trial2 nn [[15], [15]] lr 0.0001 lam 1e-12 epochs 300 num_features 20 low_dimension 5","[0.1518987341772152, 0.22784810126582278, 0.4767932489451477, 0.3050847457627119]","[0.5485232067510548, 0.33755274261603374, 0.4641350210970464, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4810126582278481, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.9605733, dtype=float32), array(1.9466348, dtype=float32), array(1.933604, dtype=float32), array(1.9211575, dtype=float32), array(1.9089694, dtype=float32), array(1.8967862, dtype=float32)]","[array(1.9480277, dtype=float32), array(1.9346765, dtype=float32), array(1.9221112, dtype=float32), array(1.9100294, dtype=float32), array(1.8981833, dtype=float32), array(1.8863559, dtype=float32)]"
